,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Cluster
699,Unifunk (It's Time),Blindstone,0.341,0.876,11,-4.679,0,0.178,0.0646,0,0.178,0.776,169.91,304747,4,6
700,Beyond The Beyond (Heart Of Perfect Wisdom),Robert Gass & On Wings Of Song,0.103,0.126,2,-20.736,1,0.0423,0.508,0.946,0.0749,0.0356,90.734,442360,3,1
701,"The Nutcracker, Op. 71a: Act II, No. 12d, Trepak - Russian Dance",The Invincible Czars,0.489,0.606,7,-12.734,1,0.0518,0.424,0.0566,0.421,0.971,86.847,60600,4,4
702,"Lullaby, Lullaby",Connie Kaldor,0.699,0.0134,2,-18.066,1,0.0538,0.995,0.921,0.102,0.591,70.321,101382,3,1
703,Remember The Poor Tramp Has To Live,Ernest V. Stoneman,0.527,0.228,0,-11.41,1,0.0368,0.892,1.48e-05,0.0911,0.596,140.927,216520,4,7
704,1000 - Instrumental,"Jay Jiggy', 'INBEATABLES",0.656,0.101,7,-22.844,1,0.089,0.853,0.764,0.104,0.5,143.93,254854,4,1
705,"2nd Perception of Light, Moon, Mist and Rainbow","Philip Glass', 'DJ Esp",0.635,0.996,7,-6.386,1,0.0589,4.5e-05,0.929,0.0486,0.797,133.318,432253,4,3
706,Reese Witherspoon Poops,The Toilet Bowl Cleaners,0.554,0.24,0,-10.493,1,0.0667,0.873,0.000274,0.148,0.161,72.431,133200,4,7
707,I Want You (Original Version) - 2020 Remaster,Modoc,0.454,0.852,9,-7.783,1,0.0377,0.00634,0.000206,0.365,0.424,140.053,174253,3,4
708,Inside,Chomsky,0.483,0.818,11,-7.666,1,0.0444,0.114,0,0.367,0.691,175.668,219467,4,4
709,Slow Dance (feat. Olivia Olson),"Adventure Time', 'Olivia Olson",0,0,0,0,0,0,0,0,0,0,0,0,0,2
710,Peculiar Hop,Rick Holmstrom,0.663,0.482,4,-11.288,0,0.0385,0.28,0.873,0.152,0.439,109.996,139020,4,3
711,Hold On,Sisters of Unbreakable love S.O.U.L,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,198853,4,7
712,Rainer,Jack Hardy,0.38,0.726,9,-6.303,0,0.0653,0.154,0.0142,0.0712,0.259,154.034,246234,4,6
713,Higher (Live),Alphawaves,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,4
714,Radiant Shaking Leaves,Laura Cannell,0.122,0.159,9,-14.123,0,0.0458,0.995,0.964,0.0407,0.139,81.55,368073,4,1
715,New Orleans,The Strangeloves,0.639,0.815,11,-4.962,0,0.252,0.232,0,0.299,0.4,159.903,243280,4,6
716,The Abandoned Orchestra: Plumescent,Alexander Berne,0.259,0.286,1,-19.098,1,0.0435,0.862,0.697,0.0455,0.0323,137.846,394933,1,1
717,History Has Its Eyes On You,John Legend,0.438,0.373,0,-9.769,0,0.0291,0.803,0,0.123,0.274,77.415,97050,4,7
718,"String Quartet No. 15 in D Minor, K. 421: I. Allegro","Wolfgang Amadeus Mozart', 'Eder Quartet",0.284,0.0568,2,-22.006,0,0.0408,0.907,0.173,0.0663,0.311,181.45,317880,4,7
719,One & Only (Live 1993),Ynot?!,0.548,0.924,11,-6.249,0,0.09,0.566,2.44e-06,0.824,0.779,111.247,245573,4,0
720,"Sonata in C Major for Bassoon & Continuo, FaWV N:C1: IV. Allegro assai","Johann Friedrich Fasch', 'Mathieu Lussier', 'Amanda Keesmaat', 'Sylvain Bergeron', 'Mélisande Mcnabney",0.399,0.0978,6,-29.738,1,0.0425,0.996,0.902,0.0845,0.809,168.265,233693,3,1
721,Дендрарий,"ПОЕХАЛИ', 'dj cat",0.938,0.473,4,-13.28,0,0.274,0.604,0.00705,0.299,0.591,119.929,146542,4,8
722,"Les euménides, Op. 41, Act III: Act III: Ouverture","Darius Milhaud', 'University of Michigan Percussion Ensemble', 'University of Michigan Symphony Orchestra', 'Kenneth Kiesler",0.0657,0.161,5,-25.495,0,0.0438,0.839,0.959,0.597,0.0381,65.1,397480,4,1
723,"4 Romantic Pieces, Op. 75, B. 150: No. 2. Allegro maestoso","Antonín Dvořák', 'Ivan Zenaty', 'Antonin Kubalek",0.512,0.207,2,-22.144,0,0.0371,0.961,0.0788,0.301,0.566,109.713,146339,4,7
724,Kimpa kisangameni,"Franco', 'TPOK Jazz",0.614,0.67,10,-11.45,1,0.24,0.57,3.03e-06,0.239,0.901,115.984,607667,4,8
725,I Am the Earth,Lower Dens,0.0585,0.978,9,-3.674,1,0.131,1.53e-06,0.0146,0.279,0.0395,53.402,365480,4,4
726,Coming Down,The Love X Nowhere,0.305,0.991,1,-2.927,0,0.488,0.000619,0,0.11,0.187,76.374,241227,4,8
727,"Well, My Heart",Wolf Krakowski,0.0723,0.254,11,-20.045,0,0.0363,0.909,0.946,0.114,0.04,77.435,193825,4,1
728,The Language Of Love,Rick Springfield,0.644,0.651,2,-6.319,1,0.0294,0.0963,0.000638,0.353,0.906,122.454,224707,4,4
729,What's the Meaning of This Magic?,Day Laborers & Petty Intellectuals,0.482,0.963,2,-2.042,0,0.0981,0.000639,0.000154,0.311,0.295,93.927,237733,4,6
730,Little Girl,H-Blockx,0.769,0.619,11,-4.403,0,0.0423,0.115,0,0.112,0.796,113.961,137800,4,6
731,Lay Me Down,Meniketti,0.468,0.19,4,-11.138,1,0.0373,0.919,0,0.107,0.326,125.319,219536,4,7
732,Angels (version for 6 trumpets),"Carl Ruggles', 'Studio Brass Ensemble', 'Michael Tilson Thomas",0,0,0,0,0,0,0,0,0,0,0,0,0,2
733,For Sure,Future Islands,0.587,0.766,10,-5.735,1,0.0305,0.0406,0.249,0.0833,0.758,134.977,205246,4,4
734,Run-ra,SGNL_FLTR,0.552,0.587,7,-7.374,1,0.217,0.031,7.09e-06,0.136,0.484,139.136,244376,4,4
735,Zombie - GMS Remix,"Juno Reactor', 'GMS",0.665,0.876,7,-7.691,1,0.0477,0.000722,0.82,0.657,0.0977,135.008,412500,4,0
736,Luv Beast,Abel Mouton,0.551,0.955,11,-5.756,0,0.0781,0.00478,5.48e-05,0.503,0.351,139.091,227680,4,6
737,Skin and Bone,The Mercators,0.539,0.788,9,-3.227,0,0.0396,0.0089,0,0.29,0.357,159.986,196173,4,6
738,Red Gal,The Stairwell Sisters,0.732,0.768,6,-8.396,0,0.0557,0.0304,0.371,0.125,0.194,118.029,156229,4,6
739,Kno The Meaning,Future,0.875,0.381,5,-7.176,0,0.379,0.207,4.87e-06,0.104,0.318,100.014,225213,4,8
740,This Is What You Wanted,Mesh,0.612,0.942,7,-4.549,1,0.0568,0.016,0,0.137,0.807,106.57,209347,4,4
741,Our Luv,Blake Baxter,0.574,0.764,1,-5.286,1,0.0344,0.104,5.03e-06,0.107,0.621,105.823,218249,4,4
742,Sloppy Drunk Blues,Sonny Boy Williamson I,0.528,0.0716,8,-13.083,1,0.0494,0.992,1.15e-05,0.125,0.338,141.709,195973,3,7
743,Collie Herb,Horace Andy,0.797,0.52,8,-6.444,0,0.104,0.303,2.68e-05,0.224,0.933,148.044,190680,4,6
744,Emmott's Song,Bella Hardy,0.86,0.225,2,-8.261,0,0.0745,0.564,3.46e-06,0.107,0.724,117.669,194333,4,6
745,Crepuscule with Nellie,Esbjörn Svensson Trio,0.557,0.0861,3,-14.155,1,0.0431,0.963,0.846,0.136,0.237,105.06,230188,4,1
746,Florida,"Diana Braithwaite', 'Chris Whiteley",0.157,0.523,5,-28.309,0,0.0666,0.0027,0.764,0.0936,0.0384,89.925,175314,3,1
747,Qohelet - Audiotree Live Version,Rosetta,0.271,0.743,8,-7.362,1,0.032,0.000526,0.543,0.664,0.0423,111.346,446475,3,0
748,Breathe Again - Reprise,Toni Braxton,0.552,0.345,5,-13.102,1,0.0396,0.69,0,0.177,0.286,153.702,76667,4,7
749,Yolanda,Orquesta San Lucas,0.495,0.639,0,-11.488,0,0.128,0.146,1.46e-05,0.358,0.733,165.278,184285,4,6
750,120 Over 80,Cruciform Injection,0.384,0.545,7,-12.89,1,0.0315,0.36,0.849,0.108,0.268,117.67,456084,4,3
751,Wein nicht um mich Argentinien,Helen Schneider,0.346,0.148,0,-12.807,1,0.0299,0.857,1.88e-06,0.158,0.112,93.317,238907,4,7
752,Jingle Holiday,Stephen Bishop,0.629,0.657,4,-7.771,1,0.0313,0.169,2.74e-05,0.454,0.603,120.013,142893,4,4
753,Sleep Of The Black Lotus,Wo Fat,0.192,0.868,5,-7.635,1,0.0671,3.23e-05,0.787,0.0917,0.104,126.25,614293,4,3
754,Adamante Notare,Aornos,0.166,0.507,1,-4.206,1,0.0646,2.3e-06,0.914,0.378,0.0585,117.59,437841,4,3
755,Bean Time,Leo Kottke,0.691,0.895,9,-5.926,0,0.0462,0.0266,0.723,0.353,0.305,128.021,222187,4,3
756,Hipocresía,Marc Anthony,0.646,0.807,11,-3.993,0,0.0316,0.591,0,0.029,0.848,96.426,271707,4,6
757,See You Soon,Blackberry Breeze,0.369,0.295,4,-12.779,1,0.0351,0.657,1.54e-05,0.107,0.211,92.226,171373,4,7
758,"Klarinettenkonzert A-Dur, K. 622: 2. Adagio (Jenseits von Afrika): Clarinet Concerto in A Major, K. 622: II. Adagio","Wolfgang Amadeus Mozart', 'Ernst Ottensamer', 'Vienna Mozart Orchestra', 'Johannes Wildner",0.1,0.00784,2,-26.228,1,0.0453,0.98,0.0295,0.0938,0.0651,89.504,439533,4,1
759,Georgia Time,Charlotte Park Rangers,0.594,0.621,6,-6.23,1,0.0274,0.0403,0,0.117,0.679,77.005,221200,4,4
760,Lush Life,"Billy Strayhorn', 'Meridian Arts Ensemble",0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,201122,4,6
761,The Lifespan Of A Glimpse,Subsignal,0.569,0.876,7,-5.618,1,0.0397,0.00404,7.93e-05,0.624,0.436,109.947,371400,4,0
762,Let Me Down Easy,Chris Isaak,0.606,0.497,1,-5.005,1,0.0278,0.361,0,0.106,0.18,125.059,228493,4,4
763,Long Way From Everything,The Nimmo Brothers,0.321,0.624,5,-10.666,1,0.0258,0.119,0.773,0.43,0.284,129.198,470589,4,3
764,It's the Things You Do,"Five', 'Tim Lever', 'Michael Percy",0.659,0.751,8,-5.783,0,0.032,0.128,0,0.334,0.921,94.02,216107,4,6
765,Honeysuckle,Brother JT,0.474,0.455,2,-10.467,1,0.0283,0.318,0.00558,0.141,0.402,149.93,223963,4,4
766,Crash Upon Your Shore,Alfie Smith,0.685,0.307,0,-17.283,1,0.0305,0.797,0.28,0.0988,0.559,114.981,266194,4,7
767,Kitty's Rambles - Dan the Cobbler : Jigs,Jimmy Power,0.551,0.591,6,-11.692,1,0.285,0.917,0.837,0.385,0.924,120.531,140667,4,8
768,Takes Two,Anders Osborne,0.59,0.345,7,-11.072,0,0.0654,0.607,0.000577,0.104,0.172,94.012,225960,4,6
769,Moth 19,Mick Turner,0.278,0.00448,1,-32.897,1,0.0528,0.993,0.926,0.0579,0.0391,70.871,333707,1,1
770,Greeting Prelude (for the Eightieth Birthday of Pierre Monteux),"Igor Stravinsky', 'Michael Tilson Thomas",0.537,0.114,7,-19.032,1,0.0372,0.984,0.763,0.29,0.722,111.017,49598,3,1
771,Never Scared (feat. Juice WRLD),"G Herbo', 'Juice WRLD",0.515,0.742,1,-5.941,1,0.212,0.0599,1.54e-06,0.107,0.145,81.968,200490,4,4
772,This Planet Belongs to Us,Tarek Mansur,0.402,0.677,5,-9.844,0,0.0284,0.00114,0,0.0908,0.303,79.976,140284,4,6
773,Do You,Koven,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,206507,4,7
774,Woke Up This Morning,Ken Whiteley,0.616,0.806,1,-7.427,1,0.0722,0.083,1.57e-05,0.938,0.443,89.414,249240,4,0
775,Le roi Lear (orch. J. Roger-Ducasse): Fanfare d'ouverture,"Jean Roger-Ducasse', 'Claude Debussy', 'Orchestre National De Lyon', 'Jun Markl",0.223,0.0584,0,-19.554,1,0.0414,0.989,0.902,0.0688,0.272,73.616,96640,1,1
776,They Can't Take that Away from Me: Shall We Dance: They Can't Take that Away from Me,"Theo Bleckmann', 'Barbara Walker', 'Uri Caine Ensemble",0.278,0.0198,8,-20.58,1,0.0413,0.991,0.857,0.0742,0.0805,63.647,336000,4,1
777,Toccata in G Minor (Turin manuscript),"Girolamo Frescobaldi', 'Martha Folts",0.252,0.357,1,-17.694,0,0.0349,0.918,0.484,0.0711,0.422,79.02,240827,3,1
778,Ang Pasko'y Ipagdiwang,Fred Larosa & Reycard,0.561,0.361,6,-8.438,1,0.0268,0.794,0,0.0992,0.393,144.818,164354,3,7
779,The Teacher And The Pupils,"Yoyoy Villame', 'The Village Angels",0.826,0.731,2,-6.889,1,0.153,0.634,0,0.0693,0.902,108.673,198267,4,4
780,Spiritual Riddim,Sarz,0.815,0.383,0,-10.646,0,0.159,0.0067,0.559,0.0474,0.618,138.361,239667,4,6
781,If I Could Change Your Mind,Sloan,0.671,0.85,2,-5.557,0,0.0426,0.0183,9.82e-05,0.0766,0.736,125.004,229373,4,6
782,Box of Life,Moths,0.245,0.177,7,-19.837,1,0.0543,0.833,0.936,0.0992,0.0395,144.251,164504,4,1
783,No Rest For the Wicked,The Man From RavCon,0.636,0.849,0,-7.075,1,0.106,0.0438,0,0.372,0.917,156.036,175493,4,4
784,Rise of the Salmon,µ-Ziq,0.202,0.381,6,-7.869,0,0.039,0.000158,0.886,0.294,0.153,99.478,232547,4,3
785,Cry!,Caroline Rose,0.957,0.437,11,-7.882,1,0.359,0.00402,0,0.219,0.616,130.058,137984,4,8
786,Hit List,Grandmaster Mele Mel,0.71,0.696,2,-2.895,0,0.458,0.464,3.7e-06,0.274,0.773,139.892,207426,4,8
787,Nuclear Nights,Impalers,0.618,0.754,1,-8.907,1,0.0333,0.0325,3.01e-06,0.224,0.48,122.001,268640,4,4
788,Summer's Gone,American Blackout,0.599,0.585,9,-10.076,1,0.0554,0.108,0.000982,0.121,0.177,145.933,213699,4,4
789,Ooh La La,"Prozzak', 'Wackyboyz', 'Catey Shaw",0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4,4
790,Aufwärts,Traumhaus,0.644,0.473,4,-17.917,0,0.0887,0.988,0.932,0.0749,0.32,124.973,218880,4,3
791,Acquanetta (Chamber Version): Beautiful Monster,"Michael Gordon', 'Deborah Artman', 'Mikaela Bennett', 'Choir of Trinity Wall Street', 'Bang on a Can Opera Ensemble', 'Daniela Candillari",0.377,0.356,2,-10.869,0,0.0299,0.406,0.000126,0.184,0.104,117.97,639360,3,7
792,The Last Farewell,Roger Whittaker,0.452,0.344,8,-13.903,1,0.0315,0.213,0.03,0.115,0.459,90.101,220600,4,7
793,Astral Annihilation,Unleash The Archers,0.217,0.976,9,-4.432,0,0.221,0.000141,0.0169,0.185,0.24,74.96,263213,4,6
794,Enviro-Girl,Corky and the Juice Pigs,0.56,0.821,4,-9.024,1,0.0976,0.449,1.76e-06,0.436,0.961,148.251,153560,4,4
795,Horseman Outro,Richard Webb,0.718,0.466,1,-5.831,0,0.0681,0.482,2.29e-05,0.105,0.437,180.021,176039,4,6
796,"Piano Sonata in G Minor, Op. 3: II. Pastorale: Allegro grazioso quasi andantino","Harald Sæverud', 'Einar Steen-Nøkleberg",0.368,0.02,3,-27.442,0,0.05,0.994,0.875,0.0922,0.0394,78.635,314747,3,1
797,Praise and Worship,Liv.e,0.656,0.101,7,-22.844,1,0.089,0.853,0.764,0.104,0.5,143.93,254854,4,1
798,Hot (feat. Celph Titled & Apathy),"Cunninlynguists', 'Celph Titled', 'Apathy",0.8,0.65,1,-7.804,1,0.212,0.131,0,0.466,0.829,87.984,179265,4,8
799,Horseshoe/ Divorce You,The Fat Man and Team Fat,0.626,0.779,8,-6.626,0,0.0671,0.0166,0,0.0505,0.921,91.558,169506,4,6
800,The Cuckoo,Michael J. Miles,0.326,0.963,5,-29.906,1,0.585,0.926,0.86,0.986,0.0315,116.92,69070,3,0
801,Stuck in My Ways - Remix,Krayzie Bone,0.701,0.596,9,-11.276,1,0.0858,0.198,0,0.192,0.728,84.029,228571,4,4
802,Mi Amigo Nacho - Remastered,Chava Flores,0.678,0.242,0,-11.653,1,0.395,0.566,0,0.335,0.609,140.84,172107,4,8
803,L'assaut des regards,Kyo,0.369,0.569,9,-11.383,0,0.0532,0.00266,0.000881,0.657,0.137,130.473,326760,4,0
804,I Won't Lie to You,"""Let's Wrestle""",0.907,0.0804,1,-13.066,1,0.103,0.776,0.162,0.105,0.75,140.093,109725,4,7
805,Negrita,Edmar Castañeda,0.6,0.616,1,-6.97,1,0.0528,0.229,0,0.148,0.873,180.296,247453,4,4
806,All There Is,Area,0.58,0.158,4,-12.236,1,0.038,0.865,0.00068,0.0984,0.163,131.957,142667,4,7
807,Miracle Man,AWOLNATION,0.67,0.477,0,-7.774,1,0.0308,0.0932,0,0.414,0.662,140.029,125052,4,4
808,Free Fall,Ziminy,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,256000,4,4
809,Rich Daddy,Dicks,0.869,0.59,11,-8.214,1,0.257,0.07,0,0.236,0.479,107.934,151147,4,8
810,Elena Mi Chilena,Pedro Torres,0.796,0.661,4,-3.215,0,0.0624,0.713,1.49e-06,0.124,0.931,142.603,313693,3,6
811,C'est ça le fun!?,CEA,0.23,0.131,4,-16.184,1,0.0381,0.814,0.0044,0.162,0.117,71.458,209787,4,7
812,Gimme More - Paul van Dyk Club - Radio Edit,"Britney Spears', 'Paul van Dyk",0.675,0.892,10,-4.744,0,0.046,0.00555,0.729,0.204,0.273,132.004,222987,4,3
813,Overcast,David Picco,0.611,0.0581,6,-26.075,0,0.0441,0.837,0.51,0.0944,0.122,74.0,120000,4,1
814,Pesa position na yo,"Franco', 'TPOK Jazz",0.509,0.71,7,-10.527,1,0.193,0.16,3.63e-06,0.253,0.708,123.554,561747,4,4
815,Passage Of Time,Elmer Bernstein,0.406,0.0467,4,-22.085,0,0.0327,0.963,0.719,0.0784,0.19,93.661,152107,4,1
816,Don't Leave Me Now,Elvis Presley,0.324,0.11,9,-19.78,0,0.0351,0.0847,0.777,0.621,0.0393,123.534,255934,3,0
817,Brand New Pack,Eric Straumanis,0.875,0.658,0,-3.641,1,0.359,0.275,0,0.122,0.661,92.038,274093,4,8
818,Things Might Never Be the Same Again,Pete Roe,0.647,0.575,2,-8.741,1,0.0425,0.0178,0.000682,0.0951,0.905,110.106,102178,4,4
819,Bring Back The Time When (If),Keith Jarrett,0.415,0.465,0,-13.836,0,0.0335,0.257,0.316,0.157,0.453,108.425,589693,4,6
820,"Serenade No. 4, Op. 28: IV. Capriccio","Vincent Persichetti', 'Hasse Borup', 'Heather Conner",0.429,0.287,2,-18.401,0,0.0382,0.987,0.898,0.0982,0.605,156.692,86267,4,1
821,Haunted Head,Kid Congo & the Pink Monkey Birds,0.495,0.672,9,-6.185,1,0.0288,0.0212,3.89e-06,0.158,0.842,201.915,289000,4,4
822,"Come Ye Sons of Art, Away: Sound the Trumpet",Dream Baby,0.552,0.246,1,-17.754,1,0.0353,0.96,0,0.0707,0.58,104.374,147027,4,7
823,Times Square,Chris Staples,0.483,0.373,3,-9.325,1,0.124,0.922,1.23e-05,0.108,0.358,93.934,198474,4,7
824,Yield - EP Version,People Under The Stairs,0.832,0.793,11,-7.796,0,0.192,0.339,5.72e-06,0.0741,0.769,95.128,223643,4,6
825,Eklabati,"Deborah Martin', 'Cheryl Gallagher",0.167,0.654,5,-16.527,1,0.456,0.57,0.892,0.772,0.0838,147.87,381267,3,0
826,Song of the Siren,Third Eye Blind,0.522,0.668,7,-4.971,1,0.04,0.269,0,0.238,0.357,117.842,226127,3,4
827,Would I Lie to You? - ET Mix,"Eurythmics', 'Annie Lennox', 'Dave Stewart",0.512,0.963,2,-4.164,1,0.0525,0.00934,0.00377,0.291,0.713,132.197,294773,4,4
828,Balulalow,"James Burton', ""Choir of St. John's College, Cambridge"", 'Andrew Nethsingha",0.181,0.0607,2,-25.486,1,0.0518,0.995,0.806,0.0906,0.0365,136.937,133213,1,1
829,Ferry Me Over,Andy M. Stewart,0.306,0.205,0,-11.794,1,0.0275,0.582,0.000625,0.129,0.218,85.038,265467,4,7
830,Snowfell Summer,Madigan,0.517,0.81,2,-3.914,1,0.094,0.121,7.82e-05,0.0804,0.523,153.81,270307,4,4
831,The Check In,EMC,0.492,0.792,7,-7.676,1,0.0357,0.0748,0.802,0.181,0.502,112.078,340947,4,3
832,"Mazurka No. 14 in G Minor, Op. 24, No. 1","Frédéric Chopin', 'Idil Biret",0.402,0.0125,7,-29.286,0,0.0498,0.995,0.894,0.0549,0.0741,69.975,184307,4,1
833,Romantic Journey - Remastered,Norman Connors,0.686,0.73,9,-8.938,0,0.0565,0.0227,0.0025,0.0587,0.845,115.693,349667,4,6
834,Sidewinder,7 Minutes Dead,0.537,0.953,2,-4.335,0,0.0654,0.00184,3.53e-05,0.334,0.397,123.163,421653,4,6
835,Week-end - Live,Lorie,0.816,0.888,5,-8.482,0,0.065,0.000342,0.748,0.175,0.619,126.026,80239,4,6
836,In The Sunshine (apres Beach Mix),Sunburn In Cyprus,0.58,0.897,2,-7.878,1,0.0787,0.192,0.357,0.131,0.528,192.098,305040,4,4
837,All The Little Lights Going Out,The Village Orchestra,0.62,0.53,7,-13.114,1,0.0507,0.634,0.662,0.0916,0.466,112.006,490480,4,3
838,Cara de Pizza,Cuca,0.383,0.962,8,-7.526,1,0.285,0.01,2.85e-06,0.227,0.361,183.989,213467,4,8
839,St James Infirmary,Tripdavon,0.718,0.348,5,-10.751,0,0.131,0.889,0.0507,0.193,0.703,117.347,183400,4,6
840,Friday,No Bird Sing,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4,4
841,Boys Of Summer,Codeseven,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4,4
842,Heaven's on Fire,Kelly Jones,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,201400,4,4
843,Come Back Home,Carly Simon,0.598,0.559,5,-5.835,1,0.0387,0.019,0,0.17,0.19,122.066,179853,4,4
844,Responsorium II: Et apertis thesauris suis (Chorus),"Francisco Courcelle', 'Tamara Matthews', 'Scot R. Cameron', 'Eduardo Santamaria', 'Gregorio Poblador Fuente', 'Madrid Barroco', 'Grover Wilkins",0.25,0.164,11,-17.709,1,0.0326,0.933,0.895,0.145,0.513,91.694,99693,4,1
845,Bad Dog,Stephen Bennett,0.4,0.976,9,-6.113,0,0.156,0.00532,0.688,0.22,0.422,164.656,250360,4,3
846,La Grange,Yo La Tengo,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4,6
847,Caravan/Kni Im Balig (Caravan/Sleep My Child),Djivan Gasparyan,0.141,0.0932,0,-18.9,1,0.0464,0.993,0.93,0.117,0.0778,92.575,199680,3,1
848,Pathetic Oasis,Pierrot Lunaire,0.131,0.939,6,-6.798,0,0.453,0.99,0.251,0.0969,0.158,76.793,690621,4,8
849,Stigmata 2010,Amgod,0.571,0.772,1,-11.156,0,0.0281,0.00247,0.782,0.107,0.36,119.99,469867,4,3
850,Think of Me,Paula Frazer,0.349,0.101,3,-20.304,1,0.0387,0.943,0,0.0798,0.306,100.857,220827,3,7
851,Ramling Gambling Rag,"The Masters', 'Eddie Adcock",0.49,0.785,2,-8.562,1,0.0372,0.163,0.942,0.307,0.94,119.102,153400,4,3
852,Volvamos Otra Vez,Juan Gabriel,0.394,0.238,8,-13.303,1,0.0298,0.568,0,0.0953,0.174,179.375,183733,4,7
853,Sister Ray,Mike Rep and the Quotas,0.635,0.873,5,-5.403,0,0.0412,0.0229,1.33e-06,0.0693,0.575,123.037,219866,4,6
854,Broken from the Start,Dropkick,0.244,0.582,11,-7.171,1,0.0817,0.0727,0.00216,0.143,0.178,139.784,318857,4,4
855,La Cancion De Manuel,Gabrielle Roth & The Mirrors,0.284,0.359,0,-9.496,1,0.0298,0.886,0.101,0.145,0.318,112.683,88467,3,7
856,Tapwire,The Swiss Army,0.453,0.171,10,-13.355,0,0.0604,0.921,0.0129,0.0988,0.104,183.855,249192,4,7
857,Why,Sébastien Izambard,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4,4
858,The Man Most Likely,Morton Valence,0.312,0.929,7,-6.791,1,0.046,3.06e-06,0.766,0.17,0.617,102.774,171440,4,3
859,Get You Somebody New (feat. Patti LaBelle),"LaBelle', 'Patti LaBelle",0.544,0.842,11,-12.431,0,0.106,0.088,0.00157,0.288,0.806,102.892,368627,4,6
860,6/20 Song,Dan Israel,0.616,0.28,9,-9.707,1,0.0277,0.658,0,0.102,0.136,72.07,242933,4,7
861,Cloud IX (feat. Mookie Da 1),Hydro,0.214,0.922,4,-4.422,0,0.189,0.161,0,0.772,0.644,92.395,179618,4,0
862,The Zahir,Vaura,0.836,0.662,11,-4.189,0,0.0381,0.109,0.181,0.332,0.328,98.016,168646,4,6
863,We Shall Walk Through The Valley,Long John Baldry,0.167,0.0193,3,-31.271,1,0.0417,0.993,0.708,0.0796,0.0627,128.984,224960,3,1
864,Would You?,Amber Pacific,0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,228187,4,4
865,"4 Lieder, Op. 100: No. 2, Lob des Frühlings","Felix Mendelssohn', 'MDR Leipzig Radio Chorus', 'Horst Neumann",0.405,0.0664,9,-21.482,1,0.0456,0.996,0.0291,0.106,0.296,74.15,79000,4,7
866,"Got's 2 Be Everything (featuring Lil Flex, Lil James, DenDen & Solo-D) (feat. C-Nile & Solo-D)","Yungstar', 'C-Nile', 'Solo D",0.718,0.544,4,-7.53,0,0.405,0.403,0,0.204,0.39,172.072,286053,4,8
867,Voracious Souls,Death Angel,0.192,0.988,7,-2.681,1,0.262,2.29e-05,8.82e-06,0.219,0.181,162.068,339000,4,8
868,What'cha Gonna Do 'Bout Me #2,James Harman,0.707,0.763,10,-6.086,0,0.0505,0.679,0.0192,0.221,0.797,99.247,279387,4,6
869,"Violin Partita No. 3 in E Major, BWV 1006: IV. Menuett I","Johann Sebastian Bach', 'Christiane Edinger",0.366,0.146,1,-16.933,0,0.0483,0.989,0.0158,0.0995,0.591,112.672,113333,3,7
870,Get on Your Feet,Gloria Estefan,0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133,4,4
871,Angel,Modern Meditations,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,235133,4,4
872,ユーティー,YELLOW MAGIC ORCHESTRA,0.591,0.93,7,-7.191,1,0.0706,0.00129,0.704,0.124,0.515,136.975,273827,4,3
873,4 O'Clock Blues,Skip James,0.514,0.706,7,-10.112,0,0.0864,0.341,0.0396,0.988,0.654,134.328,891427,3,0
874,Le décompte,Urbain Desbois,0.704,0.935,10,-6.025,1,0.0534,0.0643,0.0067,0.147,0.656,119.994,116249,4,4
875,Fopspeen (Bound 2 U),"Hush', 'All About She",0.684,0.536,2,-6.852,1,0.0536,0.105,0,0.299,0.523,82.503,216727,4,4
876,Uyai,Ibibio Sound Machine,0.782,0.669,1,-4.58,1,0.213,0.0733,0,0.111,0.598,143.992,186678,4,4
877,Red Barchetta,James Labrie,0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,370427,4,4
878,Returner,Liturgy,0.448,0.695,0,-7.76,1,0.0325,0.429,1.34e-06,0.217,0.533,140.061,283359,4,4
